experiment_id,well,sample_index,timestamp_s,relative_time_s,z_position_mm,indentation_distance_mm,raw_force_n,corrected_force_n,direction,source_well,formulation,volume_ul,flow_rate_ul_min,opentrons_source_well,opentrons_volume_dispensed_ul,opentrons_run_id,opentrons_robot_run_id,opentrons_status,sharc_run_id,sharc_success,sharc_exposure_time_s,sharc_intensity,sharc_result_path,sharc_run_dir,asmi_run_id,asmi_success,asmi_baseline_avg_n,asmi_baseline_std_n,asmi_force_exceeded,asmi_result_path,asmi_run_dir
my_run_001,A1,27,1782156332.4870455,11.3658349514,15.22,18.22,0.84259033203125,0.010791015624999956,down,A1,pegda_a,100,150,A1,100,my_run_001:A1:fill,,,my_run_001:A1:sharc,true,11.0,1,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc/result.json,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc,my_run_001:A1:asmi,true,0.83179931640625,0.0038884924883372126,true,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi/result.json,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi
my_run_001,A1,28,1782156332.9080591,11.7868485451,15.21,18.21,0.84259033203125,0.010791015624999956,down,A1,pegda_a,100,150,A1,100,my_run_001:A1:fill,,,my_run_001:A1:sharc,true,11.0,1,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc/result.json,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc,my_run_001:A1:asmi,true,0.83179931640625,0.0038884924883372126,true,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi/result.json,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi
my_run_001,A1,29,1782156333.3320026,12.2107920647,15.2,18.2,0.84674072265625,0.014941406249999956,down,A1,pegda_a,100,150,A1,100,my_run_001:A1:fill,,,my_run_001:A1:sharc,true,11.0,1,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc/result.json,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc,my_run_001:A1:asmi,true,0.83179931640625,0.0038884924883372126,true,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi/result.json,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi
my_run_001,A1,30,1782156333.7540503,12.6328396797,15.19,18.19,0.84259033203125,0.010791015624999956,down,A1,pegda_a,100,150,A1,100,my_run_001:A1:fill,,,my_run_001:A1:sharc,true,11.0,1,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc/result.json,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc,my_run_001:A1:asmi,true,0.83179931640625,0.0038884924883372126,true,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi/result.json,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi
my_run_001,A1,31,1782156334.1750562,13.053845644,15.18,18.18,0.84051513671875,0.008715820312499956,down,A1,pegda_a,100,150,A1,100,my_run_001:A1:fill,,,my_run_001:A1:sharc,true,11.0,1,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc/result.json,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc,my_run_001:A1:asmi,true,0.83179931640625,0.0038884924883372126,true,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi/result.json,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi
my_run_001,A1,32,1782156334.5960584,13.4748477936,15.17,18.17,0.84466552734375,0.012866210937499956,down,A1,pegda_a,100,150,A1,100,my_run_001:A1:fill,,,my_run_001:A1:sharc,true,11.0,1,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc/result.json,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc,my_run_001:A1:asmi,true,0.83179931640625,0.0038884924883372126,true,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi/result.json,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi
my_run_001,A1,33,1782156335.0170393,13.8958287239,15.16,18.16,0.84674072265625,0.014941406249999956,down,A1,pegda_a,100,150,A1,100,my_run_001:A1:fill,,,my_run_001:A1:sharc,true,11.0,1,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc/result.json,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc,my_run_001:A1:asmi,true,0.83179931640625,0.0038884924883372126,true,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi/result.json,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi
my_run_001,A1,34,1782156335.438052,14.3168413639,15.15,18.15,0.84674072265625,0.014941406249999956,down,A1,pegda_a,100,150,A1,100,my_run_001:A1:fill,,,my_run_001:A1:sharc,true,11.0,1,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc/result.json,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc,my_run_001:A1:asmi,true,0.83179931640625,0.0038884924883372126,true,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi/result.json,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi
my_run_001,A1,35,1782156335.8600323,14.7388217449,15.14,18.14,0.84674072265625,0.014941406249999956,down,A1,pegda_a,100,150,A1,100,my_run_001:A1:fill,,,my_run_001:A1:sharc,true,11.0,1,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc/result.json,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc,my_run_001:A1:asmi,true,0.83179931640625,0.0038884924883372126,true,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi/result.json,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi
my_run_001,A1,36,1782156336.2809832,15.1597726345,15.13,18.13,0.84466552734375,0.012866210937499956,down,A1,pegda_a,100,150,A1,100,my_run_001:A1:fill,,,my_run_001:A1:sharc,true,11.0,1,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc/result.json,/home/sartorius-scale/polymer_indent_runs/my_run_001_A1_sharc,my_run_001:A1:asmi,true,0.83179931640625,0.0038884924883372126,true,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi/result.json,/home/asmi/polymer_indent_runs/my_run_001_A1_asmi
